F0-Autocorrelação;F0-FFT;F1-FFT;F2-FFT;F3-FFT;F4-FFT;E0-FFT;E1-FFT;E2-FFT;E3-FFT;E4-FFT
132,78008;136;237;334;468;573;326,73775;115,55767;49,119439;37,041878;35,863421
112,3464;121;217;333;444;524;298,1138;221,19826;51,786015;40,115155;29,06298
97,116844;86;136;195;245;298;28,148712;17,448286;12,412919;7,9018541;7,1921629
104,51824;93;143;193;36313;36533;28,449336;19,781189;10,849608;4,9122359;4,8401979
59,887711;118;235;326;437;591;274,9166;119,80293;75,492463;67,292188;39,201484
100,47096;105;201;331;398;528;112,27444;107,11562;15,962501;13,213359;9,8914427
104,40457;96;146;300;36593;36910;25,593747;8,9203576;7,6701048;5,2728062;3,1316488
104,12148;98;148;297;419;487;59,685615;18,446128;9,6319626;7,4721846;5,2806492
109,09091;98;148;215;298;374;52,647029;29,509997;12,958374;12,877856;7,1613944
93,294461;99;149;199;249;36333;45,841865;31,894369;19,514998;11,713156;6,0658056
93,795799;87;137;36322;36705;36941;28,854684;8,9240129;4,4652505;3,9974921;2,7762328
107,32253;92;142;301;36418;37033;38,835715;21,241138;10,034702;5,5505426;3,5862835
105,3787;97;147;199;249;36208;47,295913;18,465175;13,109103;7,91601;5,780037
139,23133;135;185;246;452;563;297,88413;77,515381;77,037529;40,777828;34,160323
150,35239;143;193;437;623;876;95,503843;43,332948;26,995245;14,994071;8,5037989
95,143707;81;131;187;318;368;124,46973;63,02871;53,10161;19,810952;16,013535
100,57622;203;305;485;608;668;434,35187;80,136731;45,359261;26,816372;17,0946
102,29089;203;307;401;521;623;555,4177;99,857099;79,134357;42,164576;24,246221
102,5641;202;323;442;510;586;382,41793;95,182816;89,520424;51,896924;38,33541
120;123;188;246;473;580;493,59478;143,08338;136,28326;126,68222;65,073582
117,79141;125;230;384;461;676;417,65395;298,57123;87,315038;63,53943;54,634714
112,67606;223;342;674;784;884;227,81977;72,143298;45,811385;24,380136;10,622232
87,871854;178;339;520;646;714;25,961949;17,613052;14,478109;9,2487098;6,3993236
113,94659;112;204;460;564;819;514,91309;155,13927;79,572914;71,581337;39,272457
107,68368;115;205;324;428;659;391,66887;210,67611;117,55847;96,151166;41,711457
97,313735;99;287;575;664;36420;182,84703;39,119622;21,474805;8,844936;8,2819053
98,411071;100;192;289;505;582;491,48304;260,29188;86,321234;57,714641;56,058209
108,10811;215;313;429;529;579;450,38651;113,26461;88,395335;78,132846;53,218347
111,17545;102;230;313;461;593;85,329234;25,092613;18,568704;17,504482;10,566655
124,43292;114;262;372;433;497;104,67887;39,194649;31,719512;23,792086;20,880439
123,07692;121;232;406;456;910;98,908228;37,929695;14,701729;8,5379261;7,3666097
132,2314;120;298;36295;36487;36976;16,772742;7,8346454;5,539803;4,2458291;3,5563119
116,29316;119;239;319;579;36649;62,681236;52,354009;13,57606;7,2458017;5,1216184
108,72027;108;209;311;370;459;236,23337;169,3648;93,518618;35,692524;33,102154
104,34783;97;205;318;427;627;234,39346;201,57386;105,9232;62,161339;58,061058
29,272755;116;200;500;562;851;212,73245;107,51178;66,533937;41,305074;23,028876
1238,7097;62;303;362;421;36427;6,6303107;6,5551969;4,9113981;4,6192677;4,3469086
93,068347;87;184;234;284;36551;29,02996;17,341842;11,707396;4,6739467;4,2249496
112,80846;97;147;197;300;37058;27,461184;22,57959;10,892425;6,0522722;4,7207378
104,86073;95;145;195;36375;36641;31,335371;21,415309;9,4382941;5,5680035;4,778375
94,441712;93;143;193;298;36956;23,435894;15,999467;9,43121;5,7701809;5,1165792
108,35214;111;231;317;367;433;387,37414;171,6576;160,7448;69,407867;49,864584
115,17696;112;234;286;496;570;164,15777;105,31818;37,55498;24,16404;8,8870711
82,651743;86;136;36303;36386;36451;56,272801;20,728176;6,4818178;5,9194965;4,6885588
115,66265;116;217;333;600;697;88,645091;54,432327;51,477157;30,69754;11,28122
97,610574;95;161;211;299;36565;30,777123;13,708691;9,6593507;7,0764925;5,1180672
93,75;82;140;213;36220;36437;18,693795;10,227178;5,6110935;5,0216294;4,791642
107,32253;107;214;320;426;544;234,39295;88,573461;74,685284;35,797767;20,597789
116,78832;117;240;483;564;794;620,45522;286,43054;169,11221;61,632763;36,098537
107,62332;101;207;299;428;541;230,94025;121,28986;56,221381;51,726272;43,243041
106,96379;107;215;292;441;541;50,799427;33,20392;9,7276559;8,6929098;8,4311462
108,90528;110;213;328;379;433;104,00272;35,350675;19,403592;18,57592;13,850179
115,87206;119;227;319;436;499;442,32207;144,13039;80,191756;62,228129;37,762367
114,21773;230;326;584;713;847;44,141211;20,10144;9,050295;8,1355439;5,851035
93,385214;100;150;35961;36277;36444;15,713048;9,6733701;5,5716121;4,0639931;3,8574655
103,05958;116;166;36012;36246;36397;18,929543;9,8812974;5,4636868;5,1503782;4,1967963
122,44898;110;237;287;337;600;155,66396;94,732527;64,21254;23,956938;9,3237404
125,98425;128;183;251;361;483;291,40191;97,280468;84,863398;47,798768;33,886699
132,78008;132;231;414;575;698;205,63999;54,688818;53,099038;35,123161;22,360755
128,85906;129;252;391;650;756;752,22258;208,48093;147,4687;67,397393;49,616091
147,01378;151;201;280;418;618;180,42837;98,614594;78,939455;58,713098;38,24636
52,387449;105;156;210;261;524;541,61802;190,48626;127,00938;109,64669;93,636147
123,87097;123;230;307;505;557;158,29709;37,369115;36,686215;23,678888;20,842978
