F0-Autocorrelação;F0-FFT;F1-FFT;F2-FFT;F3-FFT;F4-FFT;E0-FFT;E1-FFT;E2-FFT;E3-FFT;E4-FFT
157,11948;151;303;353;548;619;320,27414;135,75937;80,628828;54,526121;50,731747
145,89666;142;439;584;740;883;181,9728;69,104303;62,708914;25,133382;17,444744
155,08885;160;313;448;612;709;260,97776;105,06257;62,566281;48,410219;26,103814
172,19731;180;344;523;759;811;253,33157;129,5106;47,34869;24,253896;19,046049
175,34247;186;343;418;491;683;275,35679;158,79669;74,00954;59,620305;56,580829
154,58937;149;493;610;764;915;318,07566;85,807234;78,724355;37,558967;20,464306
169,01408;180;313;518;683;781;304,85654;130,37849;57,900881;38,897578;31,891801
156,86275;157;314;468;592;642;180,58289;137,82717;41,246777;26,797542;13,653488
144,68726;151;281;465;784;1010;302,455;84,462149;61,288204;25,898552;14,987624
161,34454;323;486;970;1133;1291;322,80971;55,493274;24,393541;14,997321;13,788877
154,465;154;309;619;768;930;211,9915;189,72442;66,00974;20,224298;14,36012
149,41634;150;293;596;749;1047;230,6315;119,59853;112,36424;44,549371;23,446533
169,46161;340;515;751;853;1050;261,40455;81,613849;43,765768;24,005957;20,08704
149,06832;300;449;605;749;905;130,39272;46,835312;35,339487;13,747776;12,180445
149,30016;153;301;355;405;612;204,24978;179,67725;68,911972;49,657109;40,99306
171,12299;338;677;1007;1199;1304;223,07503;71,378927;28,607497;11,255494;9,4894029
143,39059;141;262;347;462;575;85,386227;54,474618;33,730657;26,63525;21,991782
148,14815;295;451;744;900;1042;253,12624;67,271459;39,818819;21,736819;16,174331
147,91988;147;287;442;598;762;474,14116;138,01983;85,977123;48,502772;46,999109
149,41634;148;291;445;594;737;183,0464;56,816385;24,094493;22,228431;9,5537717
156,09756;161;307;464;623;778;269,82185;176,4057;70,243656;47,756552;27,987462
83,587288;160;310;506;615;682;134,47002;66,045181;53,881135;33,161718;23,049258
155,84416;157;313;402;625;780;251,26472;220,02912;45,892751;44,919658;44,810548
150;155;302;453;618;769;533,10693;314,17444;103,8724;86,070817;41,119958
157,24816;169;319;513;673;754;257,26708;151,64053;75,575419;49,976487;31,359211
161,8887;320;370;486;807;965;274,02135;75,740683;68,955418;57,892216;19,377187
148,95268;298;456;605;745;889;311,71707;55,469314;51,494575;38,171185;20,050191
157,11948;156;314;627;940;1095;432,82143;357,06247;173,58805;63,601087;18,856213
154,0931;154;303;462;614;758;250,45351;86,98786;76,074271;65,09102;16,070322
176,30854;190;362;551;698;842;189,28762;131,77232;49,995947;37,324304;27,768132
151,30024;150;301;758;906;994;256,83457;247,22238;47,571223;20,309459;14,982766
83,333333;167;335;503;723;1045;277,84712;65,757752;41,506681;23,702516;16,927972
161,48024;164;308;463;612;765;306,08338;170,45407;58,472437;38,864125;25,462563
162,57409;190;340;473;529;647;219,67863;165,60722;119,28995;61,569183;61,199616
153,11005;309;614;769;1074;36391;300,98157;110,52397;33,385258;30,748989;8,3925422
157,11948;150;312;467;636;793;148,67875;139,5479;27,450715;23,857814;21,671539
156,86275;149;327;480;626;745;216,82754;133,35451;57,952683;57,675917;22,460496
160,13344;318;485;629;796;36063;120,98324;56,444213;18,170782;11,258421;6,4775841
139,73799;154;275;353;424;499;274,79912;266,51192;63,522296;62,046822;43,631363
146,0076;167;268;415;562;710;198,08161;148,99605;76,313748;43,672875;28,205556
101,15911;306;475;605;684;765;170,35299;35,618555;28,349243;24,494904;18,49091
153,11005;151;299;364;443;620;141,00355;38,13118;16,479833;15,584872;14,919997
154,34084;149;314;409;459;512;377,14868;135,41922;56,976313;40,465986;33,404724
158,80893;160;320;640;798;957;597,24196;207,01627;77,012575;59,394631;37,356751
163,40426;165;327;656;814;937;140,57505;125,66411;34,855015;11,38547;6,7928378
142,22222;285;462;713;861;1004;483,28684;67,570441;53,438697;27,762989;12,779728
152,98805;152;297;459;653;703;226,15592;118,17089;41,942445;36,857386;19,594566
148,83721;153;311;451;528;671;388,67339;231,61787;79,934507;58,463434;34,328146
76,009501;151;302;606;688;988;413,66495;240,56267;98,715243;47,374043;37,010203
108,16901;217;321;415;479;641;141,03715;108,97754;35,715644;31,964661;25,375842
152,13946;152;301;609;759;881;239,70649;103,42007;81,428997;39,180707;20,951588
158,28524;165;302;362;466;632;105,76166;60,058552;16,426676;14,555134;12,981523
161,20907;321;482;532;620;816;269,06422;75,849208;41,786167;32,89405;31,815022
166,37782;154;313;522;665;987;177,23498;51,14002;38,162321;26,063037;10,9724
151,65877;152;282;434;485;535;244,42831;116,09637;77,584588;52,753601;31,390112
146,56489;146;293;438;583;864;259,63567;223,07201;93,407088;84,910651;28,719571
150,47022;156;311;463;538;588;254,36559;115,44511;49,427394;42,463758;25,583614
175,82418;196;349;520;722;886;196,76386;84,453326;45,069339;28,780284;19,671052
161,48024;298;357;498;651;735;159,46058;72,880468;65,542242;31,219234;16,448771
91,124822;178;270;348;447;538;244,27687;107,17649;76,725737;62,050647;43,796484
153,72298;289;339;397;524;577;154,66619;51,864788;41,766954;36,022772;27,735665
144,79638;152;285;444;581;742;281,12194;178,67345;85,986235;70,835153;38,213933
151,65877;158;299;427;629;875;323,7121;181,29791;68,448873;42,44148;26,094502
154,465;159;314;460;608;715;362,29833;150,81078;72,481514;39,792172;33,183672
156,35179;175;299;408;703;916;158,85734;101,85963;41,004944;32,725133;19,474945
141,07274;281;426;703;798;900;248,5184;47,443159;37,313492;20,297565;12,81484
150;137;296;467;548;611;202,53683;161,94369;48,54705;25,693891;24,427788
145,01511;166;276;456;603;727;221,64356;203,59809;108,07758;55,566057;41,545731
151,30024;153;302;607;743;1057;277,11023;182,31534;63,288012;16,675887;15,474481
146,23001;148;292;440;722;869;495,45127;277,38993;115,41228;107,46614;37,43209
154,96368;155;285;377;535;610;243,82003;61,045608;49,316769;38,128513;34,805461
195,91837;189;244;305;407;457;371,88391;105,17237;81,819641;58,702958;43,226228
98,512057;91;300;359;460;518;475,60777;252,74262;90,599472;64,263149;62,688236
49,766719;156;206;270;379;451;100,98295;88,582291;31,93711;31,32401;29,069521
79,83368;158;315;474;587;793;269,15184;123,60357;44,769729;34,089295;24,346945
73,647871;300;432;588;860;910;183,41739;64,53465;63,040012;25,197499;17,526639
149,06832;146;451;594;748;927;399,48016;170,70346;68,654467;36,495087;27,020007
153,23224;135;304;611;752;914;88,30546;80,74836;37,842996;21,894064;10,383481
156,35179;312;469;626;796;1096;199,18884;88,951337;74,990899;29,744631;22,964276
152,98805;307;451;530;602;755;139,95741;43,407725;19,976396;17,817228;17,141521
151,77866;302;458;511;605;755;545,91222;87,779994;80,995739;76,816481;73,918489
79,437319;159;318;634;950;1113;279,44298;211,26292;86,148069;22,721323;20,448033
137,93103;126;288;396;553;780;235,71565;113,97426;44,958597;31,677689;24,430293
152,13946;302;355;613;763;912;254,55131;44,600647;38,570436;36,400747;26,006077
152,13946;164;308;622;931;1009;340,98864;187,05389;91,337774;54,710692;33,011578
160,26711;299;360;479;608;658;40,412984;24,053693;15,343344;10,303393;6,5237232
151,41956;153;306;453;601;1049;321,65076;116,54074;105,27267;51,087052;23,267052
81,702128;160;330;656;826;1147;586,17718;367,5559;189,74879;56,406216;44,820496
162,57409;190;269;369;608;798;57,373722;26,167302;17,911747;14,777679;9,8328712
148,72192;149;295;345;622;755;413,86105;320,97801;78,009339;67,988724;39,426284
167,3932;327;513;657;817;959;271,12834;65,644744;42,426417;33,862785;16,540268
